ID	Disease_ID	Disorder_name	gene	Gene_symbols	OMIM_ID	Chromosome	Class	OMIM_Disease_ID
228	154	Ataxia, episodic (3)	CACNB4	CACNB4, EJM	601949	2q22-q23	Neurological	
229	154	Ataxia-ocular apraxia-2, 606002 (3)	SETX	SETX, SCAR1, AOA2	608465	9q34	Neurological	606002
230	157	Ataxia-telangiectasia, 208900 (3)	ATM	ATM, ATA, AT1	607585	11q22.3	Immunological	208900
231	157	Ataxia-telangiectasia-like disorder, 604391 (3)	MRE11A	MRE11A, MRE11, ATLD	600814	11q21	Immunological	604391
232	154	Ataxia with isolated vitamin E deficiency, 277460 (3)	TTPA	TTPA, TTP1, AVED	600415	8q13.1-q13.3	Neurological	277460
233	160	Atelosteogenesis II, 256050 (3)	SLC26A2	SLC26A2, DTD, DTDST, D5S1708, EDM4	606718	5q32-q33.1	Connective tissue	256050
234	160	Atelostogenesis, type I, 108720 (3)	FLNB	FLNB, SCT, AOI	603381	3p14.3	Connective tissue	108720
235	162	Athabaskan brainstem dysgenesis syndrome, 601536 (3)	HOXA1	HOXA1, HOX1F, BSAS	142955	7p15.3	Neurological	601536
236	163	Atherosclerosis, susceptibility to (3)	ALOX5	ALOX5	152390	10q11.2	Cardiovascular	
237	164	Atopy, 147050 (3)	SPINK5	SPINK5, LEKTI	605010	5q32	Immunological	147050
238	164	Atopy, resistance to, 147050 (3)	HAVCR1	HAVCR1, HAVCR	606518	5q33.2	Immunological	147050
239	164	Atopy, susceptibility to, 147050 (3)	PLA2G7	PLA2G7, PAFAH	601690	6p21.2-p12	Immunological	147050
240	164	Atopy, susceptibility to, 147050 (3)	SELP	SELP, GRMP	173610	1q23-q25	Immunological	147050
241	164	Atopy, susceptibility to (3)	IL4R	IL4R, IL4RA	147781	16p12.1-p11.2	Immunological	
242	165	Atransferrinemia, 209300 (3)	TF	TF	190000	3q21	Hematological	209300
243	166	Atrial fibrillation, familial, 607554 (3)	KCNE2	KCNE2, MIRP1, LQT6	603796	21q22.1	Cardiovascular	607554
244	166	Atrial fibrillation, familial, 607554 (3)	KCNQ1	KCNQ1, KCNA9, LQT1, KVLQT1, ATFB1	607542	11p15.5	Cardiovascular	607554
245	166	Atrial septal defect-2, 607941 (3)	GATA4	GATA4	600576	8p23.1-p22	Cardiovascular	607941
246	166	Atrial septal defect 3 (3)	MYH6	MYH6, ASD3, MYHCA	160710	14q12	Cardiovascular	3
247	166	Atrial septal defect with atrioventricular conduction defects, 108900 (3)	NKX2E	NKX2E, CSX	600584	5q34	Cardiovascular	108900
248	167	Atrichia with papular lesions, 209500 (3)	HR	HR, AU	602302	8p21.2	Dermatological	209500
249	168	Atrioventricular block, idiopathic second-degree (3)	NKX2E	NKX2E, CSX	600584	5q34	Cardiovascular	
250	168	Atrioventricular septal defect, 600309 (3)	GJA1	GJA1, CX43, ODDD, SDTY3, ODOD	121014	6q21-q23.2	Cardiovascular	600309
251	168	Atrioventricular septal defect, partial, with heterotaxy syndrome, 606217 (3)	CRELD1	CRELD1, AVSD2	607170	3p25.3	Cardiovascular	606217
252	168	Atrioventricular septal defect, susceptibility to, 2, 606217 (3)	CRELD1	CRELD1, AVSD2	607170	3p25.3	Cardiovascular	606217
253	171	Attention deficit-hyperactivity disorder, susceptibility to, 143465 (3)	DRD5	DRD5, DRD1B, DRD1L2	126453	4p16.1-p15.3	Psychiatric	143465
254	173	Autism, susceptibility to, 209850 (3)	GLO1	GLO1	138750	6p21.3-p21.2	Psychiatric	209850
255	173	Autism, X-linked, 300425 (3)	MECP2	MECP2, RTT, PPMX, MRX16, MRX79	300005	Xq28	Psychiatric	300425
256	173	Autism, X-linked, 300425 (3)	NLGN3	NLGN3	300336	Xq13	Psychiatric	300425
257	173	Autism, X-linked, 300495 (3)	NLGN4	NLGN4, KIAA1260, AUTSX2	300427	Xp22.33	Psychiatric	300495
258	174	Autoimmune lymphoproliferative syndrome, 601859 (3)	TNFRSF6	TNFRSF6, APT1, FAS, CD95, ALPS1A	134637	10q24.1	Immunological	601859
259	174	Autoimmune lymphoproliferative syndrome, type IA, 601859 (3)	TNFRSF6	TNFRSF6, APT1, FAS, CD95, ALPS1A	134637	10q24.1	Immunological	601859
260	174	Autoimmune lymphoproliferative syndrome, type II, 603909 (3)	CASP10	CASP10, MCH4, ALPS2	601762	2q33-q34	Immunological	603909
261	174	Autoimmune lymphoproliferative syndrome, type IIB, 607271 (3)	CASP8	CASP8, MCH5	601763	2q33-q34	Immunological	607271
262	174	Autoimmune polyglandular disease, type I, 240300 (3)	AIRE	AIRE, APECED	607358	21q22.3	Immunological	240300
263	2174	Autoimmune thyroid disease, susceptibility to 3, 608175 (3)	TG	TG, AITD3	188450	8q24.2-q24.3	Endocrine	608175
264	175	Autonomic nervous system dysfunction (3)	DRD4	DRD4	126452	11p15.5	Psychiatric	
265	177	Axenfeld anomaly (3)	FOXC1	FOXC1, FKHL7, FREAC3	601090	6p25	Ophthamological	
266	178	Azoospermia (3)	USP9Y	USP9Y, DFFRY	400005	Yq11.2	Endocrine	
267	178	Azoospermia due to perturbations of meiosis, 270960 (3)	SYCP3	SYCP3, SCP3, COR1	604759	12q23	Endocrine	270960
268	180	Bamforth-Lazarus syndrome, 241850 (3)	FOXE1	FOXE1, FKHL15, TITF2, TTF2	602617	9q22	Endocrine	241850
269	182	Bannayan-Riley-Ruvalcaba syndrome, 153480 (3)	PTEN	PTEN, MMAC1	601728	10q23.31	Unclassified	153480
270	182	Bannayan-Zonana syndrome, 153480 (3)	PTEN	PTEN, MMAC1	601728	10q23.31	Unclassified	153480
271	183	Bardet-Biedl syndrome 1, 209900 (3)	BBS1	BBS1	209901	11q13	multiple	209900
272	183	Bardet-Biedl syndrome 1, modifier of, 209900 (3)	ARL6	ARL6, BBS3	608845	3p12-q13	multiple	209900
273	183	Bardet-Biedl syndrome, 209900 (3)	BBS7	BBS7	607590	4q27	multiple	209900
274	183	Bardet-Biedl syndrome 2, 209900 (3)	BBS2	BBS2	606151	16q21	multiple	209900
275	183	Bardet-Biedl syndrome 3, 600151 (3)	ARL6	ARL6, BBS3	608845	3p12-q13	multiple	600151
276	183	Bardet-Biedl syndrome 4, 209900 (3)	BBS4	BBS4	600374	15q22.3-q23	multiple	209900
277	183	Bardet-Biedl syndrome 5, 209900 (3)	BBS5	BBS5	603650	2q31	multiple	209900
278	183	Bardet-Biedl syndrome 6, 209900 (3)	MKKS	MKKS, HMCS, KMS, MKS, BBS6	604896	20p12	multiple	209900
279	183	Bardet-Biedl syndrome 8, 209900 (3)	TTC8	TTC8, BBS8	608132	14q32.1	multiple	209900
280	184	Bare lymphocyte syndrome, type I, 604571 (3)	TAPBP	TAPBP, TPSN	601962	6p21.3	Immunological	604571
281	184	Bare lymphocyte syndrome, type I, due to TAP2 deficiency, 604571 (3)	TAP2	TAP2, ABCB3, PSF2, RING11	170261	6p21.3	Immunological	604571
282	184	Bare lymphocyte syndrome, type II, complementation group A, 209920 (3)	MHC2TA	MHC2TA, C2TA	600005	16p13	Immunological	209920
283	184	Bare lymphocyte syndrome, type II, complementation group C, 209920 (3)	RFX5	RFX5	601863	1q21.1-q21.3	Immunological	209920
284	184	Bare lymphocyte syndrome, type II, complementation group D, 209920 (3)	RFXAP	RFXAP	601861	13q14	Immunological	209920
285	184	Bare lymphocyte syndrome, type II, complementation group E, 209920 (3)	RFX5	RFX5	601863	1q21.1-q21.3	Immunological	209920
286	185	Barth syndrome, 302060 (3)	TAZ	TAZ, EFE2, BTHS, CMD3A, LVNCX	300394	Xq28	multiple	302060
287	186	Bart-Pumphrey syndrome, 149200 (3)	GJB2	GJB2, CX26, DFNB1, PPK, DFNA3, KID, HID	121011	13q11-q12	multiple	149200
288	187	Bartter syndrome, type 1, 601678 (3)	SLC12A1	SLC12A1, NKCC2	600839	15q15-q21.1	multiple	601678
289	187	Bartter syndrome, type 2, 241200 (3)	KCNJ1	KCNJ1, ROMK1	600359	11q24	multiple	241200
290	187	Bartter syndrome, type 3, 607364 (3)	CLCNKB	CLCNKB	602023	1p36	multiple	607364
291	187	Bartter syndrome, type 4, 602522 (3)	BSND	BSND	606412	1p31	multiple	602522
292	187	Bartter syndrome, type 4, digenic, 602522 (3)	CLCNKA	CLCNKA	602024	1p36	multiple	602522
293	187	Bartter syndrome, type 4, digenic, 602522 (3)	CLCNKB	CLCNKB	602023	1p36	multiple	602522
294	188	Basal cell carcinoma (3)	RASA1	RASA1, GAP, CMAVM, PKWS	139150	5q13.3	Cancer	
295	188	Basal cell carcinoma, somatic, 605462 (3)	PTCH2	PTCH2	603673	1p32	Cancer	605462
296	188	Basal cell carcinoma, somatic, 605462 (3)	PTCH	PTCH, NBCCS, BCNS, HPE7	601309	9q22.3	Cancer	605462
297	188	Basal cell carcinoma, sporadic (3)	SMOH	SMOH, SMO	601500	7q31-q32	Cancer	
298	2188	Basal cell nevus syndrome, 109400 (3)	PTCH	PTCH, NBCCS, BCNS, HPE7	601309	9q22.3	multiple	109400
299	4188	Basal ganglia disease, adult-onset, 606159 (3)	FTL	FTL	134790	19q13.3-q13.4	Neurological	606159
300	4188	Basal ganglia disease, biotin-responsive, 607483 (3)	SLC19A3	SLC19A3	606152	2q36.3	Neurological	607483
301	190	B-cell non-Hodgkin lymphoma, high-grade (3)	BCL7A	BCL7A, BCL7	601406	12q24.1	Cancer	
302	191	BCG infection, generalized familial (3)	IFNGR1	IFNGR1	107470	6q23-q24	Immunological	
303	192	Beare-Stevenson cutis gyrata syndrome, 123790 (3)	FGFR2	FGFR2, BEK, CFD1, JWS	176943	10q26	multiple	123790
304	193	Becker muscular dystrophy, 300376 (3)	DMD	DMD, BMD	300377	Xp21.2	Muscular	300376
305	193	Becker muscular dystrophy modifier, 310200 (3)	MYF6	MYF6	159991	12q21	Muscular	310200
306	194	Beckwith-Wiedemann syndrome, 130650 (3)	CDKN1C	CDKN1C, KIP2, BWS	600856	11p15.5	multiple	130650
307	194	Beckwith-Wiedemann syndrome, 130650 (3)	H19	H19, D11S813E, ASM1, BWS	103280	11p15.5	multiple	130650
308	194	Beckwith-Wiedemann syndrome, 130650 (3)	KCNQ10T1	KCNQ10T1, LIT1	604115	11p15.5	multiple	130650
309	194	Beckwith-Wiedemann syndrome, 130650 (3)	NSD1	NSD1, ARA267, STO	606681	5q35	multiple	130650
310	195	Benzene toxicity, susceptibility to (3)	NQO1	NQO1, DIA4, NMOR1	125860	16q22.1	Unclassified	
311	196	Bernard-Soulier syndrome, 231200 (3)	GP1BA	GP1BA	606672	17pter-p12	Hematological	231200
312	196	Bernard-Soulier syndrome, type B, 231200 (3)	GP1BB	GP1BB	138720	22q11.2	Hematological	231200
313	196	Bernard-Soulier syndrome, type C (3)	GP9	GP9	173515	Chr.3	Hematological	
314	197	Beryllium disease, chronic, susceptibility to (3)	HLA-DPB1	HLA-DPB1	142858	6p21.3	Unclassified	
315	198	Beta-2-adrenoreceptor agonist, reduced response to (3)	ADRB2	ADRB2	109690	5q32-q34	Unclassified	
316	199	Beta-ureidopropionase deficiency (3)	UPB1	UPB1, BUP1	606673	22q11.2	Metabolic	
317	200	Bethlem myopathy, 158810 (3)	COL6A1	COL6A1, OPLL	120220	21q22.3	Muscular	158810
318	200	Bethlem myopathy, 158810 (3)	COL6A2	COL6A2	120240	21q22.3	Muscular	158810
319	200	Bethlem myopathy, 158810 (3)	COL6A3	COL6A3	120250	2q37	Muscular	158810
320	201	Bietti crystalline corneoretinal dystrophy, 210370 (3)	CYP4V2	CYP4V2, BCD	608614	4q35.1	Ophthamological	210370
321	202	Bile acid malabsorption, primary (3)	SLC10A2	SLC10A2, NTCP2	601295	13q33	Gastrointestinal	
322	203	Biotinidase deficiency, 253260 (3)	BTD	BTD	609019	3p25	Metabolic	253260
323	204	Bipolar disorder, susceptibility to, 125480 (3)	XBP1	XBP1, XBP2	194355	22q12	Psychiatric	125480
324	205	Birt-Hogg-Dube syndrome, 135150 (3)	FLCN	FLCN, BHD	607273	17p11.2	Dermatological	135150
325	207	Bladder cancer, 109800 (3)	FGFR3	FGFR3, ACH	134934	4p16.3	Cancer	109800
326	207	Bladder cancer, 109800 (3)	KRAS2	KRAS2, RASK2	190070	12p12.1	Cancer	109800
327	207	Bladder cancer, 109800 (3)	RB1	RB1	180200	13q14.1-q14.2	Cancer	109800
328	207	Bladder cancer, somatic, 109800 (3)	HRAS	HRAS	190020	11p15.5	Cancer	109800
329	208	Blau syndrome, 186580 (3)	CARD15	CARD15, NOD2, IBD1, CD, ACUG, PSORAS1	605956	16q12	multiple	186580
330	209	Bleeding disorder due to defective thromboxane A2 receptor (3)	TBXA2R	TBXA2R	188070	19p13.3	Hematological	
331	209	Bleeding due to platelet ADP receptor defect, 600515 (3)	P2RX1	P2RX1, P2X1	600845	17p13.3	Hematological	600515
332	210	Blepharophimosis, epicanthus inversus, and ptosis, type 1, 110100 (3)	FOXL2	FOXL2, BPES, BPES1, PFRK, POF3	605597	3q23	multiple	110100
333	210	Blepharophimosis, epicanthus inversus, and ptosis, type 2, 110100 (3)	FOXL2	FOXL2, BPES, BPES1, PFRK, POF3	605597	3q23	multiple	110100
334	211	Blepharospasm, primary benign, 606798 (3)	DRD5	DRD5, DRD1B, DRD1L2	126453	4p16.1-p15.3	Ophthamological	606798
335	212	Blood group, ABO system (3)	ABO	ABO	110300	9q34	Hematological	
336	212	Blood group, Auberger system (3)	LU	LU, AU, BCAM	111200	19q13.2	Hematological	
337	212	Blood group, Colton, 110450 (3)	AQP1	AQP1, CHIP28, CO	107776	7p14	Hematological	110450
338	212	Blood group Cromer (3)	DAF	DAF	125240	1q32	Hematological	
339	212	Blood group, Diego, 110500 (3)	SLC4A1	SLC4A1, AE1, EPB3	109270	17q21-q22	Hematological	110500
340	212	Blood group, Dombrock (3)	ART4	ART4, DO	110600	12p13-p12	Hematological	
341	212	Blood group, Gerbich (3)	GYPC	GYPC, GE, GPC	110750	2q14-q21	Hematological	
342	212	Blood group GIL, 607457 (3)	AQP3	AQP3	600170	9p13	Hematological	607457
343	212	Blood group, Ii, 110800 (3)	GCNT2	GCNT2	600429	6p24-p23	Hematological	110800
344	212	Blood group, Indian system (3)	CD44	CD44, MDU2, MDU3, MIC4	107269	11pter-p13	Hematological	
345	212	Blood group, Kell (3)	KEL	KEL	110900	7q33	Hematological	
346	212	Blood group, Kidd (3)	SLC14A1	SLC14A1, JK, UTE, UT1	111000	18q11-q12	Hematological	
347	212	Blood group, Knops system, 607486 (3)	CR1	CR1, C3BR	120620	1q32	Hematological	607486
348	212	Blood group, Landsteiner-Wiener (3)	LW	LW	111250	19p13.3	Hematological	
349	212	Blood group, Lewis (3)	FUT3	FUT3, LE	111100	19p13.3	Hematological	
350	212	Blood group, Lutheran system (3)	LU	LU, AU, BCAM	111200	19q13.2	Hematological	
351	212	Blood group, MN (3)	GYPA	GYPA, MN, GPA	111300	4q28.2-q31.1	Hematological	
352	212	Blood group, OK, 111380 (3)	BSG	BSG	109480	19p13.3	Hematological	111380
353	212	Blood group, P system, 111400 (3)	A4GALT	A4GALT, PK	607922	22q13.2	Hematological	111400
354	212	Blood group, P system, 111400 (3)	B3GALT3	B3GALT3, GLCT3, P	603094	3q25	Hematological	111400
355	212	Blood group, Rhesus (3)	RHCE	RHCE	111700	1p36.2-p34	Hematological	
356	212	Blood group, Ss (3)	GYPB	GYPB, SS, MNS	111740	4q28-q31	Hematological	
357	212	Blood group, Waldner, 112010 (3)	SLC4A1	SLC4A1, AE1, EPB3	109270	17q21-q22	Hematological	112010
358	212	Blood group, Wright, 112050 (3)	SLC4A1	SLC4A1, AE1, EPB3	109270	17q21-q22	Hematological	112050
359	212	Blood group, XG system (3)	XG	XG	314700	Xpter-p22.32	Hematological	
360	212	Blood group, Yt system, 112100 (3)	ACHE	ACHE, YT	100740	7q22	Hematological	112100
361	213	Bloom syndrome, 210900 (3)	RECQL3	RECQL3, RECQ2, BLM, BS	604610	15q26.1	Cancer	210900
362	214	Blue-cone monochromacy, 303700 (3)	OPN1LW	OPN1LW, RCP, CBP, CBBM	303900	Xq28	Ophthamological	303700
363	214	Blue-cone monochromacy, 303700 (3)	OPN1MW	OPN1MW, GCP, CBD, CBBM	303800	Xq28	Ophthamological	303700
364	216	Bombay phenotype (3)	FUT1	FUT1, H, HH	211100	19q13.3	Hematological	
365	216	Bombay phenotype (3)	FUT2	FUT2, SE	182100	19q13.3	Hematological	
366	217	Bone mineral density variability 1, 601884 (3)	LRP5	LRP5, BMND1, LRP7, LR3, OPPG, VBCH2	603506	11q13.4	Bone	601884
367	218	Borjeson-Forssman-Lehmann syndrome, 301900 (3)	PHF6	PHF6, BFLS	300414	Xq26.3	multiple	301900
368	220	Bosley-Salih-Alorainy syndrome, 601536 (3)	HOXA1	HOXA1, HOX1F, BSAS	142955	7p15.3	Neurological	601536
369	221	Bothnia retinal dystrophy, 607475 (3)	RLBP1	RLBP1	180090	15q26	Ophthamological	607475
370	224	Brachydactyly, type A1, 112500 (3)	IHH	IHH, BDA1	600726	2q33-q35	Skeletal	112500
371	224	Brachydactyly, type A2, 112600 (3)	BMPR1B	BMPR1B, ALK6	603248	4q23-q24	Skeletal	112600
372	224	Brachydactyly, type B1, 113000 (3)	ROR2	ROR2, BDB1, BDB, NTRKR2	602337	9q22	Skeletal	113000
373	224	Brachydactyly, type C, 113100 (3)	GDF5	GDF5, CDMP1	601146	20q11.2	Skeletal	113100
374	224	Brachydactyly, type D, 113200 (3)	HOXD13	HOXD13, HOX4I, SPD	142989	2q31-q32	Skeletal	113200
375	224	Brachydactyly, type E, 113300 (3)	HOXD13	HOXD13, HOX4I, SPD	142989	2q31-q32	Skeletal	113300
376	225	Bradyopsia, 608415 (3)	R9AP	R9AP, RGS9, PERRS	607814	19q13.11	Ophthamological	608415
377	225	Bradyopsia, 608415 (3)	RGS9	RGS9, PERRS	604067	17q23-q24	Ophthamological	608415
378	226	Branchiootic syndrome (3)	EYA1	EYA1, BOR	601653	8q13.3	Neurological	
379	226	Branchiootorenal syndrome, 113650 (3)	EYA1	EYA1, BOR	601653	8q13.3	Neurological	113650
380	226	Branchiootorenal syndrome with cataract, 113650 (3)	EYA1	EYA1, BOR	601653	8q13.3	Neurological	113650
381	228	Breast and colorectal cancer, susceptibility to (3)	CHEK2	CHEK2, RAD53, CHK2, CDS1, LFS2	604373	22q12.1	Cancer	
382	228	Breast cancer, 114480 (3)	PIK3CA	PIK3CA	171834	3q26.3	Cancer	114480
383	228	Breast cancer, 114480 (3)	PPM1D	PPM1D, WIP1	605100	17q22-q23	Cancer	114480
384	228	Breast cancer, 114480 (3)	SLC22A1L	SLC22A1L, BWSCR1A, IMPT1	602631	11p15.5	Cancer	114480
385	228	Breast cancer, 114480 (3)	TP53	TP53, P53, LFS1	191170	17p13.1	Cancer	114480
386	228	Breast cancer-1 (3)	BRCA1	BRCA1, PSCP	113705	17q21	Cancer	
387	228	Breast cancer 2, early onset (3)	BRCA2	BRCA2, FANCD1	600185	13q12.3	Cancer	
388	228	Breast cancer (3)	TSG101	TSG101	601387	11p15.2-p15.1	Cancer	
389	228	Breast cancer, early-onset, 114480 (3)	BRIP1	BRIP1, BACH1, FANCJ	605882	17q22	Cancer	114480
390	228	Breast cancer, invasive intraductal (3)	RAD54L	RAD54L, HR54, HRAD54	603615	1p32	Cancer	
391	228	Breast cancer, lobular (3)	CDH1	CDH1, UVO	192090	16q22.1	Cancer	
392	228	Breast cancer, male, susceptibility to, 114480 (3)	BRCA2	BRCA2, FANCD1	600185	13q12.3	Cancer	114480
393	228	Breast cancer, male, with Reifenstein syndrome (3)	AR	AR, DHTR, TFM, SBMA, KD, SMAX1	313700	Xq11-q12	Cancer	
394	228	Breast cancer, somatic, 114480 (3)	KRAS2	KRAS2, RASK2	190070	12p12.1	Cancer	114480
395	228	Breast cancer, somatic, 114480 (3)	RB1CC1	RB1CC1, CC1, KIAA0203	606837	8q11	Cancer	114480
396	228	Breast cancer, sporadic (3)	PHB	PHB	176705	17q21	Cancer	
397	228	Breast cancer, susceptibility to, 114480 (3)	ATM	ATM, ATA, AT1	607585	11q22.3	Cancer	114480
398	228	Breast cancer, susceptibility to, 114480 (3)	BARD1	BARD1	601593	2q34-q35	Cancer	114480
399	228	Breast cancer, susceptibility to, 114480 (3)	CHEK2	CHEK2, RAD53, CHK2, CDS1, LFS2	604373	22q12.1	Cancer	114480
400	228	Breast cancer, susceptibility to, 114480 (3)	RAD51A	RAD51A, RECA	179617	15q15.1	Cancer	114480
401	228	Breast cancer, susceptibility to (3)	XRCC3	XRCC3	600675	14q32.3	Cancer	
402	228	Breast-ovarian cancer (3)	BRCA1	BRCA1, PSCP	113705	17q21	Cancer	
403	231	Brody myopathy, 601003 (3)	ATP2A1	ATP2A1, SERCA1	108730	16p12	Muscular	601003
404	233	Bruck syndrome 2, 609220 (3)	PLOD2	PLOD2	601865	3q23-q24	Unclassified	609220
405	234	Brugada syndrome, 601144 (3)	SCN5A	SCN5A, LQT3, IVF, HB1, SSS1	600163	3p21	Cardiovascular	601144
406	235	Brunner syndrome (3)	MAOA	MAOA	309850	Xp11.23	Unclassified	
407	237	Burkitt lymphoma, 113970 (3)	MYC	MYC	190080	8q24.12-q24.13	Cancer	113970
408	238	Buschke-Ollendorff syndrome, 166700 (3)	LEMD3	LEMD3, MAN1	607844	12q14	multiple	166700
409	239	Butterfly dystrophy, retinal, 169150 (3)	RDS	RDS, RP7, PRPH2, PRPH, AVMD, AOFMD	179605	6p21.1-cen	Ophthamological	169150
410	240	C1q deficiency, type A (3)	C1QA	C1QA	120550	1p36.3-p34.1	Immunological	
411	240	C1q deficiency, type B (3)	C1QB	C1QB	120570	1p36.3-p34.1	Immunological	
412	240	C1q deficiency, type C (3)	C1QG	C1QG	120575	1p36.3-p34.1	Immunological	
413	240	C1s deficiency, isolated (3)	C1S	C1S	120580	12p13	Immunological	
414	240	C2 deficiency (3)	C2	C2	217000	6p21.3	Immunological	
415	240	C3b inactivator deficiency (3)	IF	IF	217030	4q25	Immunological	
416	240	C3 deficiency (3)	C3	C3	120700	19p13.3-p13.2	Immunological	
417	240	C4 deficiency (3)	C4A	C4A, C4S	120810	6p21.3	Immunological	
418	240	C4 deficiency (3)	C4B	C4B, C4F	120820	6p21.3	Immunological	
419	240	C6 deficiency (3)	C6	C6	217050	5p13	Immunological	
420	240	C7 deficiency (3)	C7	C7	217070	5p13	Immunological	
421	240	C8 deficiency, type II (3)	C8B	C8B	120960	1p32	Immunological	
422	240	C9 deficiency (3)	C9	C9	120940	5p13	Immunological	
423	240	C9 deficiency with dermatomyositis (3)	C9	C9	120940	5p13	Immunological	
424	252	Cafe-au-lait spots, multiple, with leukemia, 114030 (3)	MSH2	MSH2, COCA1, FCC1, HNPCC1	609309	2p22-p21	Cancer	114030
425	252	Cafe-au-lait spots with glioma or leukemia, 114030 (3)	MLH1	MLH1, COCA2, HNPCC2	120436	3p21.3	Cancer	114030
426	253	Caffey disease, 114000 (3)	COL1A1	COL1A1	120150	17q21.31-q22	Connective tissue	114000
427	254	Calcinosis, tumoral, 211900 (3)	FGF23	FGF23, ADHR, HPDR2, PHPTC	605380	12p13.3	Bone	211900
428	254	Calcinosis, tumoral, 211900 (3)	GALNT3	GALNT3	601756	2q24-q31	Bone	211900
429	255	Campomelic dysplasia, 114290 (3)	SOX9	SOX9, CMD1, SRA1	608160	17q24.3-q25.1	Skeletal	114290
430	255	Campomelic dysplasia with autosomal sex reversal, 114290 (3)	SOX9	SOX9, CMD1, SRA1	608160	17q24.3-q25.1	Skeletal	114290
431	256	Camptodactyly-arthropathy-coxa vara-pericarditis syndrome, 208250 (3)	PRG4	PRG4, CACP, MSF, SZP, HAPO	604283	1q24-q25	Skeletal	208250
432	257	Camurati-Engelmann disease, 131300 (3)	TGFB1	TGFB1, DPD1, CED	190180	19q13.1	Skeletal	131300
433	258	Canavan disease, 271900 (3)	ASPA	ASPA	608034	17pter-p13	Metabolic	271900
434	259	Cancer progression/metastasis (3)	FGFR4	FGFR4	134935	5q35.1-qter	Cancer	
435	259	Cancer susceptibility (3)	MSH6	MSH6, GTBP, HNPCC5	600678	2p16	Cancer	
436	261	Capillary malformation-arteriovenous malformation, 608354 (3)	RASA1	RASA1, GAP, CMAVM, PKWS	139150	5q13.3	Cardiovascular	608354
437	262	Carbamoylphosphate synthetase I deficiency, 237300 (3)	CPS1	CPS1	608307	2q35	Metabolic	237300
438	263	Carbohydrate-deficient glycoprotein syndrome, type I, 212065 (3)	PMM2	PMM2, CDG1	601785	16p13.3-p13.2	Metabolic	212065
439	263	Carbohydrate-deficient glycoprotein syndrome, type Ib, 602579 (3)	MPI	MPI, PMI1	154550	15q22-qter	Metabolic	602579
440	263	Carbohydrate-deficient glycoprotein syndrome, type II, 212066 (3)	MGAT2	MGAT2, CDGS2	602616	14q21	Metabolic	212066
441	264	Carboxypeptidase N deficiency, 212070 (3)	CPN1	CPN1, SCPN, CPN	603103	10q24.2	Hematological	212070
442	2265	Carcinoid tumor of lung (3)	MEN1	MEN1	131100	11q13	Cancer	
443	265	Carcinoid tumors, intestinal, 114900 (3)	SDHD	SDHD, PGL1	602690	11q23	Cancer	114900
444	267	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency, 604377 (3)	SCO2	SCO2	604272	22q13	Cardiovascular	604377
445	268	Cardiomyopathy, Familial hypertrophic, 8, 608751 (3)	MYL3	MYL3, CMH8	160790	3p	Cardiovascular	608751
446	268	Cardiomyopathy, dilated, 115200 (3)	ACTC	ACTC	102540	15q14	Cardiovascular	115200
447	268	Cardiomyopathy, dilated, 115200 (3)	MYH7	MYH7, CMH1, MPD1	160760	14q12	Cardiovascular	115200
448	268	Cardiomyopathy, dilated, 1A, 115200 (3)	LMNA	LMNA, LMN1, EMD2, FPLD, CMD1A, HGPS, LGMD1B	150330	1q21.2	Cardiovascular	115200
449	268	Cardiomyopathy, dilated, 1D, 601494 (3)	TNNT2	TNNT2, CMH2, CMD1D	191045	1q32	Cardiovascular	601494
450	268	Cardiomyopathy, dilated, 1G, 604145 (3), Tibial muscular dystrophy, tardive, 600334 (3)	TTN	TTN, CMD1G, TMD, LGMD2J	188840	2q24.3	Cardiovascular	600334
451	268	Cardiomyopathy, dilated, 1I, 604765 (3)	DES	DES, CMD1I	125660	2q35	Cardiovascular	604765
452	268	Cardiomyopathy, dilated, 1J, 605362 (3)	EYA4	EYA4, DFNA10, CMD1J	603550	6q23	Cardiovascular	605362
